video_id,title,keyword,keyword_zh,school_slug,school_zh,township_slug,sentence_1,sentence_1_zh,sentence_2,sentence_2_zh,youtube
sEJF2qOt59U,Word of the Day: calligraphy (n) 書法,calligraphy (n),書法,wanlai,彰化縣北斗鎮萬來國小,beidou,The boys and girls are learning traditional Chinese calligraphy.,男孩和女孩正在學習中國傳統書法。,"To get good at calligraphy, you have to have a lot of patience!",要練好書法，必須有足夠的耐心！,https://www.youtube.com/watch?v=sEJF2qOt59U
XKN3gOWR5n4,Word of the Day: recess (n) 下課時間,recess (n),下課時間,minsheng,彰化縣彰化市民生國小,changhua-city,"After the bell rings for recess, most students go outside to play.",下課鈴聲響起後，大多數學生都在外面玩。,"Recess is when kids can play outside, run around, and have fun.",下課時間是孩子們可以在外面玩耍、跑來跑去、玩得開心的時候。,https://www.youtube.com/watch?v=XKN3gOWR5n4
bPr_n79OoAA,Word of the Day: professional development 專業進修,professional development,專業進修,minsheng,彰化縣彰化市民生國小,changhua-city,"In Taiwan, all schools have professional development sessions for teachers.",在台灣，所有學校都有教師專業訓練課程。,Teachers learn new skills and strategies during their professional development sessions.,在專業訓練課程中，老師可以學到新的教學技巧與策略。,https://www.youtube.com/watch?v=bPr_n79OoAA
AIDWRye-kYA,Word of the Day: cross (v) 穿越,cross (v),穿越,erlin,彰化縣二林鎮二林國小,erlin,Watch out for students crossing the road.,當心正在過馬路的學生。,Crossing guards stop traffic to let students cross the street safely.,交通導護阻擋車輛讓學生安全過馬路。,https://www.youtube.com/watch?v=AIDWRye-kYA
l4B0QKmX9QE,Word of the Day: leave (v) 離開,leave (v),離開,jhutang,彰化縣竹塘鄉竹塘國小,zhutang,The students gather to leave school.,同學們集合要離校了。,They line up to leave school.,他們排隊離校。,https://www.youtube.com/watch?v=l4B0QKmX9QE
Yfx5LIVI46w,Word of the Day: recess  (n) 下課時間,recess  (n),下課時間,erlin,彰化縣二林鎮二林國小,erlin,"After the bell rings for recess, most students go outside to play.",下課鈴聲響起後，大多數學生都在外面玩。,"Recess is when kids can play outside, run around, and have fun.",下課時間是孩子們可以在外面玩耍、跑來跑去、玩得開心的時候。,https://www.youtube.com/watch?v=Yfx5LIVI46w
-01_F0oW-Ts,Word of the Day: professional development 專業進修,professional development,專業進修,erlin,彰化縣二林鎮二林國小,erlin,"In Taiwan, all schools have professional development sessions for teachers.",在台灣，所有學校都有教師專業訓練課程。,Teachers learn new skills and strategies during their professional development sessions.,在專業訓練課程中，老師可以學到新的教學技巧與策略。,https://www.youtube.com/watch?v=-01_F0oW-Ts
IIkFmCj9ePI,Word of the Day: skate (v) 溜冰,skate (v),溜冰,jhutang,彰化縣竹塘鄉竹塘國小,zhutang,The students skate on the outdoor basketball court.,同學們在外面的籃球場上溜冰。,They practice skating by avoiding the cones.,他們練習溜冰時閃避三角錐。,https://www.youtube.com/watch?v=IIkFmCj9ePI
G6uvmCR25Ak,Word of the Day: puffed rice 米香,puffed rice,米香,datong,彰化縣伸港鄉大同國小,shenkang,The students watch puffed rice being made.,學生們觀看爆米香是如何製作的。,They learn how to make puffed rice.,他們學習製作爆米香。,https://www.youtube.com/watch?v=G6uvmCR25Ak
wJMrI-PntEc,Word of the Day: sticky rice ball 湯圓,sticky rice ball,湯圓,chungshan,彰化縣彰化市中山國小,changhua-city,The students prepare to make sticky rice balls.,同學們準備要搓湯圓。,The sticky rice balls are white and pink.,湯圓的顏色是白色與粉紅色的。,https://www.youtube.com/watch?v=wJMrI-PntEc
zL-KaDjped8,Word of the Day: playground (n) 遊戲場,playground (n),遊戲場,santan,彰化縣田中鎮三潭國小,tianzhong,The students play different games at the school playground.,學生們在學校遊樂場上玩著不同的遊戲。,The playground has monkey bars for students to hang on.,遊樂場有攀爬架讓學生懸吊。,https://www.youtube.com/watch?v=zL-KaDjped8
46pLQWyMajE,Word of the Day: field trip 校外教學,field trip,校外教學,santan,彰化縣田中鎮三潭國小,tianzhong,The students go on a field trip.,學生們參加校外教學。,They take a bus on their field trip.,他們搭巴士參加校外教學。,https://www.youtube.com/watch?v=46pLQWyMajE
BGJ6rApXB6w,Word of the Day: Chinese characters 國字,Chinese characters,國字,nanhsing,彰化縣彰化市南興國小,changhua-city,The students learn Chinese characters in class.,同學們在課堂上學習國字。,They read and write Chinese characters.,他們閱讀並書寫國字。,https://www.youtube.com/watch?v=BGJ6rApXB6w
H_Bw4xk19LM,Word of the Day: mop (v) 拖地,mop (v),拖地,datong,彰化縣伸港鄉大同國小,shenkang,"Every day, the students mop the floor.",同學們每天拖地。,Mopping the floor helps to keep the school clean.,拖地可以讓學校保持乾淨。,https://www.youtube.com/watch?v=H_Bw4xk19LM
jqZr_JLmRIY,Word of the Day: dance (v) 跳舞,dance (v),跳舞,nanhsing,彰化縣彰化市南興國小,changhua-city,The students dance to the music.,學生們跟隨著音樂節奏跳舞。,The students dance together in class.,學生們在課堂上一起舞蹈。,https://www.youtube.com/watch?v=jqZr_JLmRIY
NdihiLhOSN8,Word of the Day: Taiwanese (n) 台語,Taiwanese (n),台語,nanhsing,彰化縣彰化市南興國小,changhua-city,The students learn Taiwanese in class.,同學們在課堂上學習台語。,They learn Taiwanese by watching a video in class.,他們藉由觀看影片來學習台語。,https://www.youtube.com/watch?v=NdihiLhOSN8
tTch3oh9dSQ,Word of the Day: climb (v) 爬,climb (v),爬,chungshan,彰化縣彰化市中山國小,changhua-city,The students climb the climbing wall.,同學們正在爬攀爬牆。,They take turns climbing the indoor rock climbing wall.,他們輪流在室內的攀岩牆練習攀爬。,https://www.youtube.com/watch?v=tTch3oh9dSQ
WXxH03KT8ms,Word of the Day: library (n) 圖書館,library (n),圖書館,raoming,彰化縣員林市饒明國小,yuanlin-city,The students go and learn about the library.,同學們到圖書館參觀學習。,They learn about all the things they can do at the library.,他們學習在圖書館能夠做的事情。,https://www.youtube.com/watch?v=WXxH03KT8ms
mefcNovkz74,Word of the Day: mobile library 行動圖書館,mobile library,行動圖書館,raoming,彰化縣員林市饒明國小,yuanlin-city,The students go to the mobile library.,同學們造訪行動圖書館。,They choose books to read from the mobile library.,他們從行動圖書館內挑書來閱讀。,https://www.youtube.com/watch?v=mefcNovkz74
-xM25Z-yQ6Y,Word of the Day: sticky rice ball 湯圓,sticky rice ball,湯圓,datong,彰化縣伸港鄉大同國小,shenkang,The students prepare to make sticky rice balls.,同學們準備要搓湯圓。,The sticky rice balls are white and pink.,湯圓的顏色是白色與粉紅色的。,https://www.youtube.com/watch?v=-xM25Z-yQ6Y
G1ln3lNT83o,Word of the Day: reading 閱讀,reading,閱讀,nanhsing,彰化縣彰化市南興國小,changhua-city,Look at the students. They’re all reading quietly.,看看這群學生，他們閱讀時多麼安靜啊！,Reading often can help you improve your vocabulary and learn many new things.,閱讀經常可以讓你增加字彙並且學到很多新知。,https://www.youtube.com/watch?v=G1ln3lNT83o
9n44Nq95eQg,Word of the Day: sweep (v) 掃,sweep (v),掃,nanhsing,彰化縣彰化市南興國小,changhua-city,"Every day, students sweep away fallen leaves on school grounds.         """,每天學生打掃校園的落葉。,"Students in Taiwan sweep the school grounds, keeping them clean and neat.",台灣的學生打掃校園，保持校園的乾淨整齊。,https://www.youtube.com/watch?v=9n44Nq95eQg
SHhZ-K3RSsM,Word of the Day: gingerbread house 薑餅屋,gingerbread house,薑餅屋,chungshan,彰化縣彰化市中山國小,changhua-city,The students make gingerbread houses in class.,學生們在課堂上製作薑餅屋。,They use gingerbread cookies and different decorations to make their gingerbread houses.,他們用薑餅餅乾和不同的裝飾品來製作薑餅屋。,https://www.youtube.com/watch?v=SHhZ-K3RSsM
DHVlT7vagVs,Word of the Day: field trip 校外教學,field trip,校外教學,chungshan,彰化縣彰化市中山國小,changhua-city,The students go on a field trip.,學生們參加校外教學。,They take a bus on their field trip.,他們搭巴士參加校外教學。,https://www.youtube.com/watch?v=DHVlT7vagVs
Wq5m1AzM7qc,Word of the Day: Taekwondo (n) 跆拳道,Taekwondo (n),跆拳道,jhutang,彰化縣竹塘鄉竹塘國小,zhutang,The students are learning Taekwondo in PE.,學生們在體育課上學習跆拳道。,You learn to kick high in Taekwondo.,你學會在跆拳道踢得很高。,https://www.youtube.com/watch?v=Wq5m1AzM7qc
-OrFZy_ELW4,Word of the Day: weekly English 每週英語,weekly English,每週英語,wanlai,彰化縣北斗鎮萬來國小,beidou,The school has a weekly English program.,學校有每週英語的方案。,"For the weekly English program, the students have to learn a new sentence in English.",這個方案是要學生每個禮拜學講一句英語。,https://www.youtube.com/watch?v=-OrFZy_ELW4
xqwBjJ-qdHM,Word of the Day: morning assembly 晨會,morning assembly,晨會,wanlai,彰化縣北斗鎮萬來國小,beidou,The students gather for the morning assembly.,學生們聚集參加朝會。,The flag is raised during the morning assembly.,在朝會時國旗會升上去。,https://www.youtube.com/watch?v=xqwBjJ-qdHM
UEWHfOutcRQ,Word of the Day: recorder (n) 直笛,recorder (n),直笛,nanhsing,彰化縣彰化市南興國小,changhua-city,The recorder is the first musical instrument that many students learn.,直笛是很多學生學的第一項樂器。,You can play many songs on a recorder.,你可以用直笛吹奏很多歌曲。,https://www.youtube.com/watch?v=UEWHfOutcRQ
8MI-vOV9VDM,Word of the Day: check out 借書,check out,借書,nanhsing,彰化縣彰化市南興國小,changhua-city,The students check out books from the library at recess.,同學們利用下課到圖書室借書。,"After the librarian checks out the students' books, they can take them home to read.",向圖書館員辦理借閱手續後，同學們可以將書帶回家看。,https://www.youtube.com/watch?v=8MI-vOV9VDM
q2tjK5InKlk,Word of the Day: recess (n) 下課時間,recess (n),下課時間,nanhsing,彰化縣彰化市南興國小,changhua-city,"After the bell rings for recess, most students go outside to play.",下課鈴聲響起後，大多數學生都在外面玩。,"Recess is when kids can play outside, run around, and have fun.",下課時間是孩子們可以在外面玩耍、跑來跑去、玩得開心的時候。,https://www.youtube.com/watch?v=q2tjK5InKlk
e7VzwL0-vUI,Word of the Day: professional development 專業進修,professional development,專業進修,nanhsing,彰化縣彰化市南興國小,changhua-city,"In Taiwan, all schools have professional development sessions for teachers.",在台灣，所有學校都有教師專業訓練課程。,Teachers learn new skills and strategies during their professional development sessions.,在專業訓練課程中，老師可以學到新的教學技巧與策略。,https://www.youtube.com/watch?v=e7VzwL0-vUI
NnUL-g2JCGg,Word of the Day: Taiko drum (n) 太鼓,Taiko drum (n),太鼓,nanhsing,彰化縣彰化市南興國小,changhua-city,The students practice the Taiko drum.,學生們練習打太鼓。,They play the Taiko drum in unison.,他們打太鼓時動作整齊劃一。,https://www.youtube.com/watch?v=NnUL-g2JCGg
u7s1N7tVT28,Word of the Day: wash your hands 洗手,wash your hands,洗手,nanhsing,彰化縣彰化市南興國小,changhua-city,It's important to wash your hands after using the bathroom.,上完廁所後洗手是很重要的。,Make sure to wash your hands with soap and water before eating.,確定在吃東西之前要用香皂和水來洗手。,https://www.youtube.com/watch?v=u7s1N7tVT28
GS0oKbfaTV0,Word of the Day: jump rope 跳繩,jump rope,跳繩,jhutang,彰化縣竹塘鄉竹塘國小,zhutang,Jumping rope is a great form of cardio.,跳繩是一項很好的有氧運動。,"Once you get the hang of it, you can jump rope really fast!",一旦你掌握到跳繩的要領，你就可以跳得很快。,https://www.youtube.com/watch?v=GS0oKbfaTV0
ZeTmRRFhPGI,Word of the Day: check out 借書,check out,借書,datong,彰化縣伸港鄉大同國小,shenkang,The students check out books from the library at recess.,同學們利用下課到圖書室借書。,"After the librarian checks out the students' books, they can take them home to read.",向圖書館員辦理借閱手續後，同學們可以將書帶回家看。,https://www.youtube.com/watch?v=ZeTmRRFhPGI
3v0HRtbi6eg,Word of the Day: anniversary (n) 周年紀念,anniversary (n),周年紀念,chungshan,彰化縣彰化市中山國小,changhua-city,The elementary school is celebrating their school anniversary.,這間小學正在慶祝他們的校慶。,They celebrate their school anniversary by having fun games and races.,他們舉辦趣味競賽與賽跑來慶祝校慶。,https://www.youtube.com/watch?v=3v0HRtbi6eg
4viUdy2GkVI,Word of the Day: contest (n) 比賽,contest (n),比賽,jhutang,彰化縣竹塘鄉竹塘國小,zhutang,The students compete in a speaking contest at their school.,同學們參與學校辦的演說比賽。,Each student goes up and makes a speech for the contest.,比賽中，每位同學上台致詞。,https://www.youtube.com/watch?v=4viUdy2GkVI
