keyword,keyword_zh,sentence_1,sentence_1_zh,sentence_2,sentence_2_zh,school,youtube
study hall (n.),自修時間,The students are diligently studying in study hall.,學生們在自修時間認真學習。,In study hall the students have to work independently and quietly.,在自修時間，學生必須獨立、安靜地學習。,彰化縣永靖鄉福德國小,https://www.youtube.com/watch?v=XNXVr8bvkcY
water quality (n.),水質,The students learn about water quality in class.,學生在課堂上了解水質。,The teacher teaches the importance of water quality.,老師教導水質的重要性。,彰化縣鹿港鎮頂番國小,https://www.youtube.com/watch?v=fla-fAkfc64
percussion (n.),打擊樂器,Percussion means you must strike or hit something to make a sound.,打擊樂器意味著您必須敲打或敲打某物才能發出聲音。,Many musical instruments are percussion instruments such as the drums and the yangqin.,許多樂器都是打擊樂器，如鼓和揚琴等。,彰化縣鹿港鎮頂番國小,https://www.youtube.com/watch?v=H7qYKD4P_G4
Chinese flute (n.),笛子,The students play the Chinese flute in class.,學生在課堂上吹中國笛。,They practice the Chinese flute in class.,他們在課堂上練習中國笛。,彰化縣鹿港鎮頂番國小,https://www.youtube.com/watch?v=MvixPKSLeqM
high jump (n.),跳高,The students train for the high jump event.,學生們為跳高項目進行訓練。,They take turns doing the high jump.,他們輪流跳高。,彰化縣鹿港鎮頂番國小,https://www.youtube.com/watch?v=OnN60mB0K7A
nurse's office (n.),保健室,The students get their height measured in the nurse's office.,學生在護士辦公室測量身高。,The students take an eye test in the nurse's office.,學生在護士辦公室接受視力檢查。,彰化縣田中鎮新民國小,https://www.youtube.com/watch?v=N-sgijYjQl8
eye test (n.),視力檢查,The students take an eye test in the nurse's office.,學生在護士辦公室接受視力檢查。,They take an eye test to check their vision.,他們進行視力測試來檢查他們的視力。,彰化縣田中鎮新民國小,https://www.youtube.com/watch?v=2mYc40Dv9vY
plant (v.),種植,The students plant seedlings in the school garden.,學生們在學校花園裡種樹苗。,They work together to plant the seedlings.,他們一起努力種植幼苗。,彰化縣竹塘鄉竹塘國小,https://www.youtube.com/watch?v=El6JT0HRuss
kumquat (n.),金桔,The students cook kumquats in class.,學生們在課堂上煮金桔。,They cook the kumquat with sugar to make candied kumquat.,他們把金桔加糖煮成蜜餞金桔。,彰化縣永靖鄉福德國小,https://www.youtube.com/watch?v=i7KYL-kDTac
book fair (n.),書展,The students go to a book fair in Taipei.,學生們到台北參加書展。,They see many different books at the book fair.,他們在書展上看到了許多不同的書。,彰化縣伸港鄉大同國小,https://www.youtube.com/watch?v=JcSi7tXMVaA
nature (n.),自然,The students take a test on nature.,學生們在考自然。,The students have been studying nature in class.,學生在上自然課。,彰化縣田中鎮新民國小,https://www.youtube.com/watch?v=TMqZ0plYGkE
storytelling contest (n.),說故事比賽,The students participate in a storytelling contest.,學生們參加說故事比賽。,They each tell a story for the storytelling contest.,他們每人為說故事比賽講一個故事。,彰化縣溪州鄉溪州國小,https://www.youtube.com/watch?v=YbDsQti6qZc
riddle (n.),謎語,The school displays riddles on the outdoor stage.,學校在戶外舞台上展示謎語。,The students try to solve the riddles.,學生嘗試解開謎語。,彰化縣鹿港鎮東興國小,https://www.youtube.com/watch?v=m7rGEUc-UqQ
stretch (v.),伸展,The students stretch in class.,學生在課堂上做伸展律動。,They follow the instructions of the teacher to stretch in class.,他們在課堂上照老師的指示做伸展運動。,彰化縣田中鎮新民國小,https://www.youtube.com/watch?v=O6A-1eXLCn4
online test (n.),線上測驗,The students take online tests in class.,學生在課堂上進行線上測驗。,They use tablets to take their online tests.,他們使用平板進行線上測試。,彰化縣鹿港鎮頂番國小,https://www.youtube.com/watch?v=R_1Y8vx3LMY
rice ball (n.),元宵,The students make rice balls in class.,學生在課堂上做元宵。,These rice balls are made for certain holidays in Taiwan.,這些元宵是為台灣的某些節慶而製作的。,彰化縣永靖鄉福德國小,https://www.youtube.com/watch?v=zNu8kwLegdM
calligraphy (n.),書法,The students are quietly practicing Chinese calligraphy.,同學們安靜地練習寫書法。,The calligraphy teacher is patiently instructing her students.,書法老師很有耐心地指導她的學生。,彰化縣田中鎮新民國小,https://www.youtube.com/watch?v=vB9p53t6oBg
music class (n.),音樂課,Each student plays the recorder in music class.,在音樂課時，每一位學生都在吹直笛。,They also learn how to read music in music class.,他們在音樂課也學習如何看樂譜。,彰化縣田中鎮新民國小,https://www.youtube.com/watch?v=dwLBrhgochs
float (v.),飄浮,The toy makes the ball float in the air.,這玩具使球飄浮在空中。,The students try to keep the balls floating in the air.,學生們努力讓球保持飄浮在空中。,彰化縣福興鄉西勢國小,https://www.youtube.com/watch?v=m9nLSLv6Sw8
Go (n.),圍棋,The students play Go in class.,學生們在課堂上下圍棋。,They take turns while they play Go.,他們輪流下圍棋。,彰化縣二林鎮廣興國小,https://www.youtube.com/watch?v=pwrs1FN97Og
traditional lantern (n.),傳統燈籠,The students carry traditional lanterns.,學生們提著傳統燈籠。,The students make traditional lanterns in class.,學生在課堂上製作傳統燈籠。,彰化縣彰化市中山國小,https://www.youtube.com/watch?v=j4W1g0n6A4I
riddle (n.),謎語,The students try to solve riddles in class.,學生在課堂上嘗試解謎語。,The teachers ask the students riddles.,老師問學生謎語。,彰化縣福興鄉西勢國小,https://www.youtube.com/watch?v=CzPv-Qna4Jw
serve (v.),打菜,The students serve lunch to their classmates.,學生為同學打菜。,The task of serving changes every week.,打菜的工作每週輪替一次。,彰化縣彰化市東芳國小,https://www.youtube.com/watch?v=K-FUDq7Hf7Q
mop (v.),拖地,"Every day, the students mop the floor.",同學們每天拖地。,Mopping the floor helps to keep the school clean.,拖地可以讓學校保持乾淨。,彰化縣田中鎮田中國小,https://www.youtube.com/watch?v=9efCk_6qJpA
soccer (n.),足球,The students play soccer.,學生們踢足球。,They kick the ball when they play soccer.,他們踢足球時踢球。,彰化縣彰化市東芳國小,https://www.youtube.com/watch?v=9_YKEmxl2Rw
weekly English (n.),每週英語,The school has a weekly English program.,學校有每週英語的方案。,"For the weekly English program, the students have to learn a new sentence in English.",這個方案是要學生每個禮拜學講一句英語。,彰化縣社頭鄉朝興國小,https://www.youtube.com/watch?v=Xoza2VEUw40
healthy (adj.),健康的,The students learn how to make healthy choices.,學生學習如何做出健康的選擇。,Too much sugar is not healthy.,過多的糖並不健康。,彰化縣彰化市東芳國小,https://www.youtube.com/watch?v=xgEh9WcZzI0
pound (v.),搗,The students pound the mochi.,學生們搗麻糬。,They work together to pound mochi.,他們一起搗麻糬。,彰化縣彰化市東芳國小,https://www.youtube.com/watch?v=Fj4nFIVXB_Q
restroom (n.),厠所,The students clean the school restroom.,學生打掃學校廁所。,They scrub down the restroom.,他們擦洗洗手間。,彰化縣田中鎮三潭國小,https://www.youtube.com/watch?v=ZQPjqz-SkNc
children's book (n.),兒童讀物,The students read children's books in class.,學生在課堂上閱讀兒童讀物。,They each read a different children's book.,他們每人讀不同的兒童讀物。,彰化縣田中鎮田中國小,https://www.youtube.com/watch?v=eHhiCRu7s80
calendar (n.),日曆,The students learn about calendars in class.,學生在課堂上學習日曆。,They learn about dates on the calendar.,他們了解日曆上的日期。,彰化縣田中鎮田中國小,https://www.youtube.com/watch?v=WbYijWpycBc
help (v.),協助,The teacher helps the students read in class.,老師在課堂上幫助學生閱讀。,He helps the students read the laminated worksheets.,他幫助學生閱讀有護貝的學習單。,彰化縣社頭鄉湳雅國小,https://www.youtube.com/watch?v=mddRMa7FhhE
drill (v.),鑽,The man drills holes to install wheels on the cart.,這男子正在鑽孔，以便在擱板上安裝輪子。,The teacher helps him drill the holes.,這位老師幫他鑽孔。,彰化縣社頭鄉朝興國小,https://www.youtube.com/watch?v=WjDy8O7wA_Y
compete (n.),比賽,The students compete in a Chinese character reading contest.,學生參加國語字音字形比賽。,They have to study very hard to compete in the contest.,他們必須非常努力地學習才能參加比賽。,彰化縣溪州鄉溪州國小,https://www.youtube.com/watch?v=hgbpIu1egAQ
organize (v.),整理,The students organize the shelves.,學生整理書架。,The teacher helps the students organize the shelves.,老師幫助學生整理書架。,彰化縣社頭鄉朝興國小,https://www.youtube.com/watch?v=nk1XPDHL-Uw
work together (v.),合作,The students work together to do a worksheet on Taiwan.,學生們一起做一份有關台灣的學習單。,They work together to answer the questions.,他們團結合作努力回答問題。,彰化縣芳苑鄉芳苑國小,https://www.youtube.com/watch?v=GufdvakcYQo
story listening (n.),聽故事,The teacher models story listening to his students.,這位老師為同學示範「聽故事」的教學方法。,Story listening is a strategy to help students comprehend what they hear. 「,聽故事」是幫助學生理解英文的一個策略。,彰化縣社頭鄉朝興國小,https://www.youtube.com/watch?v=9bZUL-6OApI
paint (v.),畫,The students work together to paint a big painting.,學生們齊心協力畫一幅大畫。,They each paint one part of a bigger painting.,他們每人畫一幅更大畫作的一部分。,彰化縣二水鄉源泉國小,https://www.youtube.com/watch?v=B1827vDdGMY
foreign teacher (n.),外國老師,A foreign teacher is showing the students how to board a plane.,外國老師的正在向學生們示範如何登機。,The students are learning about air travel from a foreign teacher.,學生們正在向外國老師的教導學習航空旅行。,彰化縣和美鎮和仁國小,https://www.youtube.com/watch?v=_x8PjVjPhwg
saxophone (n.),薩克斯風,The students practice the saxophone in music class.,學生們在音樂課上練習薩克斯風。,The students play their saxophones on stage.,學生們在舞台上演奏薩克斯風。,彰化縣社頭鄉湳雅國小,https://www.youtube.com/watch?v=idkRdN3Jpo8
swim team (n.),游泳隊,The swim team practices the butterfly stroke.,游泳隊練習蝶泳。,The swim team practices the front crawl and breaststroke.,游泳隊練習自由式和蛙式。,彰化縣彰化市中山國小,https://www.youtube.com/watch?v=yl6F4o7_Ag0
table manners (n.),餐桌禮儀,The students learn table manners in school.,學生在學校學習餐桌禮儀。,They practice table manners from a different culture.,他們練習來自不同文化的餐桌禮儀。,彰化縣二水鄉源泉國小,https://www.youtube.com/watch?v=Tt1tByGVf4Y
